trans_id	bundle_id	chr	left	right	FPKM_1	FPKM_2	FPKM_1/FPKM_2	FMI	frac	FPKM_conf_lo	FPKM_conf_hi	coverage	length	Contig	Contig_length	Accession1	Description1	eval1	Accession2	Description2	eval2
CUFF.3534.1	8679.00	NODE_44001_length_652_cov_14.299080	0.00	718.00	409.00			1.00	1.00	383.64	434.37	110.06	718.00	NODE_44001_length_652_cov_14.299080	718.00	gb|BT095273.1|	Soybean clone JCVI-FLGm-25G17 unknown mRNA.	1.0e-174	ref|XM_002532959.1|	Ricinus communis afc, putative, mRNA.	1.0e-142
CUFF.3536.1	8683.00	NODE_44003_length_445_cov_23.575281	0.00	511.00	561.98			1.00	1.00	526.73	597.22	151.22	511.00	NODE_44003_length_445_cov_23.575281	511.00	gb|BT096896.1|	Soybean clone JCVI-FLGm-21G4 unknown mRNA.	8.0e-04	gb|AC235387.1|	Glycine max strain Williams 82 clone GM_WBb0115J10, complete sequence.	8.0e-04
CUFF.3538.1	8687.00	NODE_44007_length_193_cov_24.362694	0.00	259.00	702.11	3.82	183.64	1.00	1.00	646.78	757.45	188.93	259.00	NODE_44007_length_193_cov_24.362694	259.00	ref|XM_002285364.1|	PREDICTED: Vitis vinifera hypothetical protein LOC100250952 (LOC100250952), mRNA.	2.0e-06	emb|AM452855.1|	Vitis vinifera, whole genome shotgun sequence, contig VV78X215169.12, clone ENTAV 115.	2.0e-06
CUFF.354.1	5163.00	NODE_14306_length_120_cov_10.441667	25.00	185.00	5.29	327.10	0.01	1.00	1.00	0.00	11.40	1.42	160.00	NODE_14306_length_120_cov_10.441667	186.00	emb|AM697674.1|	Platynereis dumerilii mRNA for hypothetical protein (ORF1), isolate 2.	1.0e-43	emb|CU223764.1|	Populus EST from leave.	4.0e-28
CUFF.3540.1	8685.00	NODE_44006_length_420_cov_26.230953	0.00	486.00	704.77			1.00	1.00	664.29	745.24	189.67	486.00	NODE_44006_length_420_cov_26.230953	486.00	gb|BT091423.1|	Soybean clone JCVI-FLGm-7N24 unknown mRNA.	1.0e-91	gb|BT091182.1|	Soybean clone JCVI-FLGm-7I6 unknown mRNA.	9.0e-90
CUFF.3542.1	8691.00	NODE_44009_length_302_cov_20.483444	0.00	368.00	516.40			1.00	1.00	476.59	556.21	138.96	368.00	NODE_44009_length_302_cov_20.483444	368.00	emb|FM864213.1|	Streptococcus phage phi-m46.1.	2.20	emb|FM992695.1|	Candida dubliniensis CD36 chromosome R, complete sequence.	2.20
CUFF.3544.1	8693.00	NODE_4400_length_619_cov_36.240711	87.00	335.00	4.55	854.94	5.32715123031882e-03	1.00	1.00	8.88178e-16	9.10	1.22	248.00	NODE_4400_length_619_cov_36.240711	685.00	ref|XM_002297858.1|	Populus trichocarpa predicted protein, mRNA.	2.0e-54	ref|XM_002512655.1|	Ricinus communis conserved hypothetical protein, mRNA.	7.0e-42
CUFF.3546.1	8695.00	NODE_44011_length_290_cov_22.741379	0.00	356.00	575.85			1.00	1.00	533.10	618.59	154.98	356.00	NODE_44011_length_290_cov_22.741379	356.00	ref|XM_002322384.1|	Populus trichocarpa predicted protein, mRNA.	1.0e-110	gb|EF146212.1|		1.0e-110
CUFF.3548.1	8689.00	NODE_44008_length_125_cov_170.944000	0.00	191.00	3369.25			1.00	1.00	3228.10	3510.41	906.58	191.00	NODE_44008_length_125_cov_170.944000	191.00	gb|BT093226.1|	Soybean clone JCVI-FLGm-24A9 unknown mRNA.	1.0e-06	emb|CU633160.8|	Zebrafish DNA sequence from clone CH73-22F16 in linkage group 1, complete sequence.	0.01
CUFF.3551.1	8697.00	NODE_44012_length_67_cov_33.432835	0.00	133.00	2982.32	338.81	8.80	1.00	1.00	2823.17	3141.46	802.20	133.00	NODE_44012_length_67_cov_33.432835	133.00	gb|DQ438989.1|		3.0e-37	dbj|AK244527.1|	Glycine max cDNA, clone: GMFL01-06-A20.	4.0e-36
CUFF.3553.1	8699.00	NODE_44013_length_733_cov_11.879946	0.00	799.00	333.97			1.00	1.00	312.24	355.69	89.88	799.00	NODE_44013_length_733_cov_11.879946	799.00	gb|BT052722.1|	Medicago truncatula clone MTYFH_FI_FJ_FK1G-K-1 unknown mRNA.	5.0e-80	dbj|AK285533.1|	Glycine max cDNA, clone: GMFL01-11-B17.	7.0e-70
CUFF.3555.1	8701.00	NODE_44014_length_586_cov_7.027304	0.00	652.00	190.55			1.00	1.00	172.38	208.72	51.28	652.00	NODE_44014_length_586_cov_7.027304	652.00	ref|XM_002281457.1|	PREDICTED: Vitis vinifera hypothetical protein LOC100258996 (LOC100258996), mRNA.	1.0e-83	gb|BT098051.1|	Soybean clone JCVI-FLGm-26D15 unknown mRNA.	2.0e-73
CUFF.3557.1	8677.00	NODE_44000_length_199_cov_326.613068	0.00	265.00	7328.90	4.85	1509.61	1.00	1.00	7152.16	7505.64	1972.10	265.00	NODE_44000_length_199_cov_326.613068	265.00	gb|AC149430.1|	Populus trichocarpa clone Pop1-116F13, complete sequence.	1.50	gb|AC164304.2|	Mus musculus BAC clone RP23-261B24 from chromosome 14, complete sequence.	1.50
CUFF.3559.1	8707.00	NODE_44017_length_334_cov_11.098803	0.00	400.00	275.31			1.00	1.00	247.43	303.19	74.09	400.00	NODE_44017_length_334_cov_11.098803	400.00	emb|AM449398.2|	Vitis vinifera contig VV78X138743.6, whole genome shotgun sequence.	7.0e-10	emb|AM452966.2|	Vitis vinifera contig VV78X199681.26, whole genome shotgun sequence.	7.0e-10
CUFF.356.1	5165.00	NODE_14331_length_254_cov_64.771652	4.00	317.00	195.76	1433.69	0.13	1.00	1.00	169.18	222.34	52.68	313.00	NODE_14331_length_254_cov_64.771652	320.00	dbj|AP006076.1|	Lotus japonicus genomic DNA, chromosome 6, clone: LjT19M07, TM0114, complete sequence.	1.0e-04	ref|XM_002519484.1|	Ricinus communis protein binding protein, putative, mRNA.	1.90
CUFF.3561.1	8711.00	NODE_44019_length_121_cov_13.842976	0.00	187.00	250.64			1.00	1.00	211.73	289.55	67.43	187.00	NODE_44019_length_121_cov_13.842976	187.00	ref|NG_013373.1|	Homo sapiens neuregulin 3 (NRG3), RefSeqGene on chromosome 10.	0.06	emb|AL513204.10|	Human DNA sequence from clone RP11-418B8 on chromosome 10 Contains part of the NRG3 gene for neuregulin 3, complete sequence.	0.06
CUFF.3563.1	8703.00	NODE_44015_length_404_cov_32.113861	0.00	470.00	928.22			1.00	1.00	880.99	975.45	249.78	470.00	NODE_44015_length_404_cov_32.113861	470.00	gb|AF116752.1|AF116752	Glycine max seed maturation protein PM23 (PM23) mRNA, partial cds.	5.0e-88	gb|BT096809.1|	Soybean clone JCVI-FLGm-25F16 unknown mRNA.	1.0e-76
CUFF.3565.1	8713.00	NODE_44020_length_143_cov_20.405594	0.00	209.00	466.11			1.00	1.00	415.92	516.30	125.43	209.00	NODE_44020_length_143_cov_20.405594	209.00	ref|NG_013373.1|	Homo sapiens neuregulin 3 (NRG3), RefSeqGene on chromosome 10.	0.07	emb|AL513204.10|	Human DNA sequence from clone RP11-418B8 on chromosome 10 Contains part of the NRG3 gene for neuregulin 3, complete sequence.	0.07
CUFF.3567.1	8709.00	NODE_44018_length_709_cov_16.641748	0.00	775.00	481.67			1.00	1.00	455.17	508.16	129.63	775.00	NODE_44018_length_709_cov_16.641748	775.00	gb|EF584898.1|	Glycine max OAS-TL3 cysteine synthase (OAS-TL3) mRNA, complete cds.	1.0e-164	gb|DQ486896.1|	Fagus sylvatica beta-cyanoalinine synthase (BCAS) mRNA, partial cds.	1.0e-126
CUFF.3569.1	8715.00	NODE_44021_length_232_cov_30.297413	0.00	298.00	687.92			1.00	1.00	636.86	738.99	185.04	298.00	NODE_44021_length_232_cov_30.297413	298.00	ref|XM_002270220.1|	PREDICTED: Vitis vinifera hypothetical protein LOC100243036 (LOC100243036), mRNA.	2.0e-25	gb|BT089845.1|	Soybean clone JCVI-FLGm-17D5 unknown mRNA.	6.0e-25
CUFF.3571.1	8717.00	NODE_44022_length_430_cov_13.288372	0.00	496.00	349.55			1.00	1.00	321.33	377.76	94.06	496.00	NODE_44022_length_430_cov_13.288372	496.00	gb|BT090208.1|	Soybean clone JCVI-FLGm-3L22 unknown mRNA.	3.0e-71	gb|BT091956.1|	Soybean clone JCVI-FLGm-9O21 unknown mRNA.	2.0e-60
CUFF.3573.1	8719.00	NODE_44023_length_214_cov_12.616822	0.00	280.00	449.77			1.00	1.00	407.18	492.37	120.99	280.00	NODE_44023_length_214_cov_12.616822	280.00	dbj|AK285463.1|	Glycine max cDNA, clone: GMFL01-10-C18.	3.0e-45	tpe|BN001192.1|	TPA_inf: Medicago truncatula mRNA for putative GID1-like gibberellin receptor (GID1b gene).	2.0e-24
CUFF.3575.1	8705.00	NODE_44016_length_815_cov_28.517792	0.00	857.00	881.38			1.00	1.00	847.30	915.46	237.17	857.00	NODE_44016_length_815_cov_28.517792	881.00	gb|AC150440.3|	Medicago truncatula chromosome 7 clone mth2-189e2, complete sequence.	2.0e-18	gb|AC146341.10|	Medicago truncatula chromosome 8 clone mth2-10g1, complete sequence.	2.0e-05
CUFF.3577.1	8721.00	NODE_44024_length_754_cov_9.236074	0.00	820.00	268.59			1.00	1.00	249.36	287.83	72.26	820.00	NODE_44024_length_754_cov_9.236074	820.00	gb|BT095379.1|	Soybean clone JCVI-FLGm-19E16 unknown mRNA.	4.0e-56	gb|BT095342.1|	Soybean clone JCVI-FLGm-7O7 unknown mRNA.	4.0e-56
CUFF.3579.1	8727.00	NODE_44027_length_389_cov_12.668381	0.00	455.00	331.40			1.00	1.00	302.71	360.08	89.18	455.00	NODE_44027_length_389_cov_12.668381	455.00	dbj|AP010960.1|	Escherichia coli O111:H- str. 11128 DNA, complete genome.	0.18	gb|AC192945.3|	Gallus gallus BAC clone CH261-173G2 from chromosome z, complete sequence.	0.18
CUFF.358.1	5135.00	NODE_14019_length_287_cov_66.439026	0.00	353.00	1176.69	455.53	2.58	1.00	1.00	1115.33	1238.05	316.64	353.00	NODE_14019_length_287_cov_66.439026	353.00	gb|GQ220323.1|	Vitis vinifera strain PN40024 mitochondrion, partial genome.	1.0e-177	emb|FM179380.1|	Vitis vinifera complete mitochondrial genome, cultivar Pinot noir clone ENTAV115.	1.0e-177
CUFF.3581.1	8723.00	NODE_44025_length_913_cov_11.111719	0.00	979.00	370.63			1.00	1.00	349.95	391.31	99.72	979.00	NODE_44025_length_913_cov_11.111719	979.00	gb|AC147715.15|	Medicago truncatula clone mth2-76b9, complete sequence.	2.0e-18	emb|CU571154.3|	M.truncatula DNA sequence from clone MTH2-59O16 on chromosome 3, complete sequence.	2.0e-18
CUFF.3583.1	8729.00	NODE_44028_length_518_cov_10.731660	0.00	584.00	295.42			1.00	1.00	271.52	319.33	79.51	584.00	NODE_44028_length_518_cov_10.731660	584.00	emb|AM455197.1|	Vitis vinifera, whole genome shotgun sequence, contig VV78X140278.29, clone ENTAV 115.	0.23	emb|CR392356.5|	Mouse DNA sequence from clone RP23-329D21 on chromosome 11 Contains a novel gene, the 5' end of the Dock2 gene for dedicator of cyto-kinesis 2 and a CpG island, complete sequence.	0.23
CUFF.3585.1	8725.00	NODE_44026_length_567_cov_25.137566	1.00	633.00	743.90			1.00	1.00	707.44	780.37	200.20	632.00	NODE_44026_length_567_cov_25.137566	633.00	dbj|AK285808.1|	Glycine max cDNA, clone: GMFL01-16-M20.	0.00	dbj|AK286486.1|	Glycine max cDNA, clone: GMFL01-29-K12.	0.00
CUFF.3587.1	8731.00	NODE_44029_length_557_cov_13.305206	0.00	623.00	375.28			1.00	1.00	349.20	401.37	101.00	623.00	NODE_44029_length_557_cov_13.305206	623.00	gb|U21139.1|PSU21139	Pisum sativum chaperonin precursor mRNA, chloroplast gene encoding chloroplast protein, complete cds.	8.0e-94	ref|XM_002523358.1|	Ricinus communis rubisco subunit binding-protein beta subunit, rubb, putative, mRNA.	2.0e-79
CUFF.3589.1	8737.00	NODE_44032_length_204_cov_10.725491	0.00	270.00	344.07			1.00	1.00	306.13	382.01	92.54	270.00	NODE_44032_length_204_cov_10.725491	270.00	gb|AC193775.5|	Rhesus Macaque  BAC CH250-412L15 () complete sequence.	0.10	gb|AC191828.3|	Rhesus Macaque  BAC CH250-330M19 () complete sequence.	0.10
CUFF.3591.1	8735.00	NODE_44031_length_660_cov_14.837879	0.00	726.00	421.61			1.00	1.00	396.00	447.22	113.46	726.00	NODE_44031_length_660_cov_14.837879	726.00	gb|AF121261.1|AF121261	Lilium longiflorum elongation factor 1-alpha 1 (EF-1-alpha1) mRNA, complete cds.	1.0e-142	dbj|AK317216.1|	Arabidopsis thaliana AT1G07930 mRNA, complete cds, clone: RAFL22-03-F11.	1.0e-141
CUFF.3593.1	8733.00	NODE_44030_length_953_cov_11.668415	0.00	1019.00	383.24			1.00	1.00	362.62	403.85	103.12	1019.00	NODE_44030_length_953_cov_11.668415	1019.00	gb|BT096667.1|	Soybean clone JCVI-FLGm-21C5 unknown mRNA.	8.0e-92	gb|BT099235.1|	Soybean clone JCVI-FLGm-26J18 unknown mRNA.	3.0e-91
CUFF.3595.1	8739.00	NODE_44033_length_494_cov_17.439272	0.00	560.00	481.04			1.00	1.00	449.89	512.19	129.45	560.00	NODE_44033_length_494_cov_17.439272	560.00	ref|XM_002303790.1|	Populus trichocarpa predicted protein, mRNA.	5.0e-98	gb|EF147996.1|	Populus trichocarpa clone WS0126_I09 unknown mRNA.	1.0e-95
CUFF.3597.1	8741.00	NODE_44034_length_323_cov_31.582043	0.00	389.00	922.61			1.00	1.00	870.85	974.36	248.08	389.00	NODE_44034_length_323_cov_31.582043	389.00	ref|NM_106104.3|	Arabidopsis thaliana unknown protein (AT1G74440) mRNA, complete cds.	1.0e-14	gb|AC011765.6|AC011765	Arabidopsis thaliana chromosome 1 BAC F1M20 genomic sequence, complete sequence.	1.0e-14
CUFF.3598.1	8745.00	NODE_44036_length_331_cov_19.012085	0.00	397.00	475.12			1.00	1.00	438.35	511.89	127.87	397.00	NODE_44036_length_331_cov_19.012085	397.00	ref|XM_002268989.1|	PREDICTED: Vitis vinifera hypothetical protein LOC100241808 (LOC100241808), mRNA.	2.0e-19	emb|AM435544.2|	Vitis vinifera contig VV78X165582.12, whole genome shotgun sequence.	4.0e-11
CUFF.360.1	5169.00	NODE_14350_length_67_cov_9.970149	6.00	133.00	40.01	3584.85	0.01	1.00	1.00	21.15	58.88	10.77	127.00	NODE_14350_length_67_cov_9.970149	133.00	dbj|AB259759.1|	Takifugu rubripes fgLH1 mRNA for lysyl hydroxylase 1, complete cds.	3.0e-43	gb|EU979551.2|	Liposcelis bostrychophila CYP4CD1 mRNA, complete cds.	1.0e-39
CUFF.3601.1	8743.00	NODE_44035_length_718_cov_19.966574	0.00	784.00	587.79			1.00	1.00	558.69	616.89	158.18	784.00	NODE_44035_length_718_cov_19.966574	784.00	gb|BT093804.1|	Soybean clone JCVI-FLGm-24M14 unknown mRNA.	1.0e-168	ref|XM_002299154.1|	Populus trichocarpa predicted protein, mRNA.	1.0e-110
CUFF.3603.1	8751.00	NODE_44039_length_543_cov_10.589318	0.00	609.00	299.06			1.00	1.00	275.51	322.61	80.47	609.00	NODE_44039_length_543_cov_10.589318	609.00	ref|XM_002268764.1|	PREDICTED: Vitis vinifera hypothetical protein LOC100249806 (LOC100249806), mRNA.	1.0e-102	ref|XM_002328978.1|	Populus trichocarpa predicted protein, mRNA.	2.0e-91
CUFF.3605.1	8747.00	NODE_44037_length_437_cov_26.139587	0.00	503.00	723.05			1.00	1.00	682.75	763.34	194.56	503.00	NODE_44037_length_437_cov_26.139587	503.00	emb|CT009540.10|	M.truncatula DNA sequence from clone MTH2-39B3 on chromosome 3, complete sequence.	8.0e-07	ref|XM_001972539.1|	Drosophila erecta GG13806 (Dere\GG13806), mRNA.	0.20
CUFF.3607.1	8753.00	NODE_44040_length_262_cov_19.103054	0.00	328.00	457.99			1.00	1.00	418.28	497.70	123.26	328.00	NODE_44040_length_262_cov_19.103054	328.00	emb|CT033833.11|	Zebrafish DNA sequence from clone CH211-174G17 in linkage group 11 Contains the 3' end of the gene for a novel type IV collagen alpha chain protein, complete sequence.	0.49	emb|AL844503.1|	Plasmodium falciparum 3D7 chromosome 4.	1.90
CUFF.3609.1	8749.00	NODE_44038_length_830_cov_18.615664	0.00	896.00	519.04			1.00	1.00	493.46	544.62	139.68	896.00	NODE_44038_length_830_cov_18.615664	896.00	emb|Z68506.1|	P.sativum mRNA for 110 kD chloroplast inner envelope protein IEP110.	1.0e-118	gb|U56419.1|PSU56419	Pisum sativum import intermediate associated protein 100 mRNA, nuclear gene encoding chloroplast protein, complete cds.	1.0e-113
CUFF.3611.1	8757.00	NODE_44045_length_368_cov_13.695652	0.00	434.00	353.94			1.00	1.00	323.59	384.29	95.25	434.00	NODE_44045_length_368_cov_13.695652	434.00	gb|BT094218.1|	Soybean clone JCVI-FLGm-24P3 unknown mRNA.	3.0e-18	gb|AC155894.5|	Medicago truncatula chromosome 7 BAC clone mth2-67b7, complete sequence.	1.0e-17
CUFF.3613.1	8761.00	NODE_44047_length_67_cov_11.373135	0.00	133.00	154.98			1.00	1.00	118.70	191.26	41.69	133.00	NODE_44047_length_67_cov_11.373135	133.00	dbj|AK286506.1|	Glycine max cDNA, clone: GMFL01-30-B17.	2.0e-41	gb|EZ258579.1|	TSA: Artemisia annua strain Madagascar Contig1682, mRNA sequence.	3.0e-37
CUFF.3615.1	8759.00	NODE_44046_length_209_cov_9.229665	0.00	275.00	219.73			1.00	1.00	189.69	249.77	59.13	275.00	NODE_44046_length_209_cov_9.229665	275.00	emb|CU694487.14|	Zebrafish DNA sequence from clone DKEY-89G21 in linkage group 21, complete sequence.	1.60	gb|AC188312.1|	Taeniopygia guttata chromosome UNK clone TGMCBa-32H12, complete sequence.	1.60
CUFF.3617.1	8763.00	NODE_44048_length_216_cov_21.921297	0.00	282.00	497.65	5.52	90.03	1.00	1.00	453.01	542.30	133.92	282.00	NODE_44048_length_216_cov_21.921297	282.00	dbj|AK286506.1|	Glycine max cDNA, clone: GMFL01-30-B17.	6.0e-099	ref|XM_002269462.1|	PREDICTED: Vitis vinifera hypothetical protein LOC100254188 (LOC100254188), mRNA.	3.0e-70
CUFF.3619.1	8755.00	NODE_44044_length_409_cov_31.449879	0.00	475.00	838.79			1.00	1.00	794.13	883.45	225.74	475.00	NODE_44044_length_409_cov_31.449879	475.00	dbj|AK245398.1|	Glycine max cDNA, clone: GMFL01-29-G07.	5.0e-79	gb|AC235113.1|	Glycine max strain Williams 82 clone GM_WBa0020C01, complete sequence.	5.0e-42
CUFF.3621.1	8765.00	NODE_44049_length_129_cov_75.100777	0.00	195.00	1347.42			1.00	1.00	1259.08	1435.76	362.57	195.00	NODE_44049_length_129_cov_75.100777	195.00	gb|BT094858.1|	Soybean clone JCVI-FLGm-19E3 unknown mRNA.	0.01	dbj|AK244700.1|	Glycine max cDNA, clone: GMFL01-10-O12.	0.01
CUFF.3623.1	8767.00	NODE_44050_length_299_cov_19.518394	0.00	365.00	549.27			1.00	1.00	508.04	590.50	147.77	365.00	NODE_44050_length_299_cov_19.518394	365.00	dbj|AK245238.1|	Glycine max cDNA, clone: GMFL01-24-L10.	2.0e-19	dbj|AK245869.1|	Glycine max cDNA, clone: GMFL01-43-O02.	4.0e-17
CUFF.3625.1	8769.00	NODE_44051_length_287_cov_47.017422	0.00	353.00	1179.89			1.00	1.00	1118.44	1241.33	317.51	353.00	NODE_44051_length_287_cov_47.017422	353.00	dbj|AK286384.1|	Glycine max cDNA, clone: GMFL01-27-B06.	2.0e-77	gb|BT089089.1|	Soybean clone JCVI-FLGm-1G5 unknown mRNA.	5.0e-75
CUFF.3627.1	8771.00	NODE_44052_length_222_cov_37.707207	0.00	288.00	906.92			1.00	1.00	847.28	966.56	244.07	288.00	NODE_44052_length_222_cov_37.707207	288.00	gb|BT096777.1|	Soybean clone JCVI-FLGm-21M15 unknown mRNA.	1.0e-93	dbj|AK285533.1|	Glycine max cDNA, clone: GMFL01-11-B17.	1.0e-93
CUFF.3629.1	8775.00	NODE_44054_length_445_cov_19.916855	0.00	511.00	534.35			1.00	1.00	499.98	568.72	143.81	511.00	NODE_44054_length_445_cov_19.916855	511.00	gb|AC188571.4|	Pan troglodytes BAC clone CH251-721D23 from chromosome 7, complete sequence.	0.20	gb|AC006035.2|	Homo sapiens BAC clone RP11-196O16 from 7, complete sequence.	0.20
CUFF.363.1	5167.00	NODE_14333_length_240_cov_26.487499	1.00	304.00	582.91	181.97	3.20	1.00	1.00	536.30	629.53	156.62	303.00	NODE_14333_length_240_cov_26.487499	306.00	dbj|AK285237.1|	Glycine max cDNA, clone: GMFL01-05-L14.	6.0e-56	gb|BT098286.1|	Soybean clone JCVI-FLGm-23E13 unknown mRNA.	1.0e-53
CUFF.3631.1	8779.00	NODE_44056_length_357_cov_12.112045	0.00	423.00	311.74			1.00	1.00	282.89	340.59	83.89	423.00	NODE_44056_length_357_cov_12.112045	423.00	gb|FJ489611.1|	Jatropha curcas unknown protein mRNA, complete cds.	2.0e-07	gb|BT089626.1|	Soybean clone JCVI-FLGm-2O4 unknown mRNA.	1.0e-05
CUFF.3633.1	8773.00	NODE_44053_length_1075_cov_14.040000	1.00	1141.00	385.41			1.00	1.00	365.87	404.95	103.72	1140.00	NODE_44053_length_1075_cov_14.040000	1141.00	ref|XM_002274991.1|	PREDICTED: Vitis vinifera hypothetical protein LOC100245921 (LOC100245921), mRNA.	1.0e-107	ref|XM_002325533.1|	Populus trichocarpa predicted protein, mRNA.	1.0e-100
CUFF.3635.1	8783.00	NODE_44058_length_364_cov_10.079670	0.00	430.00	262.01			1.00	1.00	235.78	288.25	70.51	430.00	NODE_44058_length_364_cov_10.079670	430.00	dbj|AB091762.1|	Glycine max soyAP4 mRNA for aspartic proteinase 4, partial cds.	2.0e-44	dbj|AK245269.1|	Glycine max cDNA, clone: GMFL01-25-J23.	6.0e-32
CUFF.3637.1	8785.00	NODE_44060_length_635_cov_8.170078	0.00	701.00	235.64			1.00	1.00	216.16	255.13	63.42	701.00	NODE_44060_length_635_cov_8.170078	701.00	dbj|AK245266.1|	Glycine max cDNA, clone: GMFL01-25-I06.	1.0e-151	gb|BT098176.1|	Soybean clone JCVI-FLGm-12K15 unknown mRNA.	1.0e-149
CUFF.3639.1	8789.00	NODE_44062_length_148_cov_14.398648	0.00	214.00	320.63			1.00	1.00	279.50	361.77	86.28	214.00	NODE_44062_length_148_cov_14.398648	214.00	dbj|AB080190.1|	Pisum sativum cul1 mRNA for cullin-like protein1, complete cds.	1.0e-59	dbj|AK243850.1|	Glycine max cDNA, clone: GMFL01-01-G20.	2.0e-57
CUFF.3641.1	8787.00	NODE_44061_length_653_cov_13.324656	0.00	719.00	384.09			1.00	1.00	359.52	408.65	103.37	719.00	NODE_44061_length_653_cov_13.324656	719.00	ref|XM_002527829.1|	Ricinus communis conserved hypothetical protein, mRNA.	4.0e-65	ref|XM_002277196.1|	PREDICTED: Vitis vinifera hypothetical protein LOC100249497 (LOC100249497), mRNA.	1.0e-55
CUFF.3643.1	8791.00	NODE_44063_length_381_cov_9.028872	0.00	446.00	224.75			1.00	1.00	200.90	248.61	60.49	446.00	NODE_44063_length_381_cov_9.028872	447.00	emb|AL929395.8|	Mouse DNA sequence from clone RP23-263P13 on chromosome 2, complete sequence.	0.17	gb|CP001391.1|	Wolbachia sp. wRi, complete genome.	2.70
CUFF.3645.1	8777.00	NODE_44055_length_194_cov_116.000000	0.00	254.00	2740.35			1.00	1.00	2629.96	2850.74	736.89	254.00	NODE_44055_length_194_cov_116.000000	260.00	gb|CP001876.1|	Campylobacter jejuni subsp. jejuni IA3902, complete genome.	1.50	ref|NG_005838.1|	Mus musculus immunoglobulin heavy chain complex (Igh) on chromosome 12.	1.50
CUFF.3647.1	8781.00	NODE_44057_length_848_cov_25.145046	0.00	914.00	738.37			1.00	1.00	708.16	768.57	198.70	914.00	NODE_44057_length_848_cov_25.145046	914.00	dbj|AK287007.1|	Glycine max cDNA, clone: GMFL01-42-A08.	3.0e-66	ref|XM_002283556.1|	PREDICTED: Vitis vinifera hypothetical protein LOC100263831 (LOC100263831), mRNA.	6.0e-46
CUFF.3649.1	8793.00	NODE_44065_length_765_cov_12.316339	0.00	831.00	349.65			1.00	1.00	327.85	371.45	94.09	831.00	NODE_44065_length_765_cov_12.316339	831.00	gb|BT090404.1|	Soybean clone JCVI-FLGm-4K20 unknown mRNA.	2.0e-51	dbj|AK244833.1|	Glycine max cDNA, clone: GMFL01-14-N08.	2.0e-51
CUFF.3651.1	8797.00	NODE_44067_length_201_cov_27.676617	0.00	267.00	671.56			1.00	1.00	618.26	724.86	180.71	267.00	NODE_44067_length_201_cov_27.676617	267.00	emb|FN357480.1|	Schistosoma mansoni genome sequence supercontig Smp_scaff000189.	1.60	gb|AC073413.6|	Homo sapiens BAC clone RP11-57B24 from 4, complete sequence.	1.60
CUFF.3653.1	8795.00	NODE_44066_length_710_cov_11.105634	0.00	776.00	356.96			1.00	1.00	334.17	379.76	96.05	776.00	NODE_44066_length_710_cov_11.105634	776.00	emb|CU326394.2|	Medicago truncatula chromosome 5 clone mth2-12h14, COMPLETE SEQUENCE.	0.07	emb|CR847949.13|	Zebrafish DNA sequence from clone CH211-4C18 in linkage group 6, complete sequence.	1.20
CUFF.3655.1	8799.00	NODE_44074_length_167_cov_28.838324	0.00	233.00	590.19			1.00	1.00	536.70	643.68	158.84	233.00	NODE_44074_length_167_cov_28.838324	233.00	ref|XM_002262973.1|	PREDICTED: Vitis vinifera hypothetical protein LOC100254473 (LOC100254473), mRNA.	0.08	emb|CT010454.8|	Mouse DNA sequence from clone RP23-348C22 on chromosome 13, complete sequence.	0.08
CUFF.3657.1	8801.00	NODE_44075_length_254_cov_12.551181	0.00	320.00	297.37			1.00	1.00	264.97	329.77	80.03	320.00	NODE_44075_length_254_cov_12.551181	320.00	gb|AC098706.3|	Mus musculus BAC clone RP23-1I11 from 14, complete sequence.	0.03	gb|AC139174.3|	Oryza sativa chromosome 3 BAC OSJNBb0065L20 genomic sequence, complete sequence.	0.48
CUFF.3659.1	8805.00	NODE_44078_length_211_cov_28.284361	1.00	277.00	649.66			1.00	1.00	598.10	701.22	174.84	276.00	NODE_44078_length_211_cov_28.284361	277.00	gb|BT052369.1|	Medicago truncatula clone MTYFD_FE_FF_FG1G-K-19 unknown mRNA.	3.0e-57	gb|BT052538.1|	Medicago truncatula clone MTYFD_FE_FF_FG1G-B-12 unknown mRNA.	1.0e-53
CUFF.3661.1	8803.00	NODE_44077_length_425_cov_30.778824	0.00	491.00	808.58			1.00	1.00	765.45	851.71	217.60	491.00	NODE_44077_length_425_cov_30.778824	491.00	gb|AC135801.24|	Medicago truncatula chromosome 8 clone mth2-23o16, complete sequence.	8.0e-10	gb|AE014187.2|	Plasmodium falciparum 3D7 chromosome 14, complete sequence.	0.04
CUFF.3663.1	8813.00	NODE_44082_length_137_cov_23.277372	0.00	203.00	479.89			1.00	1.00	428.22	531.56	129.14	203.00	NODE_44082_length_137_cov_23.277372	203.00	emb|X76774.1|	P.sativum mRNA for HMG1 protein.	3.0e-41	gb|BT091245.1|	Soybean clone JCVI-FLGm-7D5 unknown mRNA.	3.0e-32
CUFF.3665.1	8807.00	NODE_44079_length_218_cov_44.853210	0.00	284.00	1401.92			1.00	1.00	1327.25	1476.59	377.26	284.00	NODE_44079_length_218_cov_44.853210	284.00	dbj|AK285732.1|	Glycine max cDNA, clone: GMFL01-15-H15.	1.0e-102	dbj|AB039916.1|	Vicia faba vfPP2Ac-1 mRNA for type 2A protein phosphatase-1, complete cds.	3.0e-94
